,Date,Time,Latitude,Longitude
0,2013-08-29,8:25:47 PM,41.7856366666667,-87.7130033333333
1,2013-08-29,8:25:57 PM,41.7851866666667,-87.7129966666667
2,2013-08-29,8:26:07 PM,41.7846266666667,-87.712975
3,2013-08-29,8:26:17 PM,41.7841733333333,-87.7129433333333
4,2013-08-29,8:26:27 PM,41.7836,-87.7129316666667
5,2013-08-29,8:26:37 PM,41.783,-87.7129066666667
6,2013-08-29,8:26:47 PM,41.7824533333333,-87.7128666666667
7,2013-08-29,8:26:57 PM,41.7818533333333,-87.7128666666667
8,2013-08-29,8:27:07 PM,41.7812616666667,-87.7128333333333
9,2013-08-29,8:27:17 PM,41.7807416666667,-87.7127983333333
10,2013-08-29,8:27:27 PM,41.7800866666667,-87.7127683333333
11,2013-08-29,8:27:37 PM,41.7794816666667,-87.71275
12,2013-08-29,8:27:57 PM,41.7787183333333,-87.7126933333333
13,2013-08-29,8:28:07 PM,41.77819,-87.71269
14,2013-08-29,8:28:17 PM,41.77768,-87.712685
15,2013-08-29,8:28:27 PM,41.7772333333333,-87.7126716666667
16,2013-08-29,8:28:37 PM,41.7766766666667,-87.71266
17,2013-08-29,8:28:47 PM,41.7762133333333,-87.71265
18,2013-08-29,8:28:57 PM,41.775755,-87.712645
19,2013-08-29,8:29:07 PM,41.7753433333333,-87.7126333333333
20,2013-08-29,8:29:17 PM,41.7747683333333,-87.7126216666667
21,2013-08-29,8:29:27 PM,41.774305,-87.7126116666667
22,2013-08-29,8:29:37 PM,41.773845,-87.7125966666667
23,2013-08-29,8:29:47 PM,41.773375,-87.712585
24,2013-08-29,8:29:57 PM,41.7728633333333,-87.71257
25,2013-08-29,8:30:07 PM,41.7723266666667,-87.7125566666667
26,2013-08-29,8:30:17 PM,41.77187,-87.7125433333333
27,2013-08-29,8:31:07 PM,41.7718783333333,-87.7078483333333
28,2013-08-29,8:31:17 PM,41.77236,-87.707845
29,2013-08-29,8:31:27 PM,41.77289,-87.70789
30,2013-08-29,8:31:37 PM,41.7734183333333,-87.7078916666667
31,2013-08-29,8:31:47 PM,41.7740133333333,-87.707935
32,2013-08-29,8:31:57 PM,41.7744583333333,-87.7079566666667
33,2013-08-29,8:32:07 PM,41.7750933333333,-87.7079833333333
34,2013-08-29,8:32:17 PM,41.7756466666667,-87.7080016666667
35,2013-08-29,8:32:27 PM,41.7762683333333,-87.70801
36,2013-08-29,8:32:37 PM,41.7769283333333,-87.708035
37,2013-08-29,8:32:47 PM,41.77759,-87.7080566666667
38,2013-08-29,8:32:57 PM,41.7782016666667,-87.7080733333333
39,2013-08-29,8:33:47 PM,41.779055,-87.7080733333333
40,2013-08-29,8:33:57 PM,41.7797116666667,-87.7081033333333
41,2013-08-29,8:34:07 PM,41.7803466666667,-87.7081166666667
42,2013-08-29,8:34:17 PM,41.78097,-87.7081366666667
43,2013-08-29,8:34:27 PM,41.7816166666667,-87.7081483333333
44,2013-08-29,8:34:37 PM,41.7822416666667,-87.70816
45,2013-08-29,8:34:47 PM,41.7828533333333,-87.7081666666667
46,2013-08-29,8:34:57 PM,41.7833966666667,-87.7082033333333
47,2013-08-29,8:35:07 PM,41.7839516666667,-87.708225
48,2013-08-29,8:35:17 PM,41.7845683333333,-87.7082366666667
49,2013-08-29,8:36:17 PM,41.78601,-87.7059983333333
50,2013-08-29,8:36:27 PM,41.7855783333333,-87.70584
51,2013-08-29,8:36:37 PM,41.7849983333333,-87.70582
52,2013-08-29,8:36:47 PM,41.7843333333333,-87.705805
53,2013-08-29,8:36:57 PM,41.7837,-87.7057816666667
54,2013-08-29,8:37:07 PM,41.7830483333333,-87.7057533333333
55,2013-08-29,8:37:17 PM,41.7824333333333,-87.7057366666667
56,2013-08-29,8:37:27 PM,41.7818283333333,-87.70569
57,2013-08-29,8:37:37 PM,41.7812033333333,-87.7056716666667
58,2013-08-29,8:37:47 PM,41.7805533333333,-87.705645
59,2013-08-29,8:37:57 PM,41.7799016666667,-87.7056116666667
60,2013-08-29,8:38:07 PM,41.7792833333333,-87.7055883333333
61,2013-08-29,8:38:37 PM,41.7786316666667,-87.7055516666667
62,2013-08-29,8:38:47 PM,41.7780983333333,-87.7055433333333
