,Date,Time,Latitude,Longitude
0,2013-08-08,8:22:35 PM,41.9191283333333,-87.6967366666667
1,2013-08-08,8:23:05 PM,41.918935,-87.696405
2,2013-08-08,8:23:15 PM,41.918665,-87.6959483333333
3,2013-08-08,8:23:25 PM,41.91852,-87.6955683333333
4,2013-08-08,8:23:45 PM,41.9180233333333,-87.6947433333333
5,2013-08-08,8:23:55 PM,41.917765,-87.6943316666667
6,2013-08-08,8:25:15 PM,41.91823,-87.69242
7,2013-08-08,8:25:25 PM,41.9185083333333,-87.6929166666667
8,2013-08-08,8:25:35 PM,41.9187883333333,-87.6934033333333
9,2013-08-08,8:25:45 PM,41.9190866666667,-87.6938883333333
10,2013-08-08,8:25:55 PM,41.9192816666667,-87.6942533333333
11,2013-08-08,8:26:15 PM,41.9197583333333,-87.695055
12,2013-08-08,8:26:25 PM,41.9199866666667,-87.6954333333333
13,2013-08-08,8:26:35 PM,41.920275,-87.69588
14,2013-08-08,8:26:45 PM,41.9205483333333,-87.6963316666667
15,2013-08-08,8:27:05 PM,41.921015,-87.69686
16,2013-08-08,8:27:15 PM,41.9212916666667,-87.6965616666667
17,2013-08-08,8:27:55 PM,41.921255,-87.6956966666667
18,2013-08-08,8:28:15 PM,41.9208116666667,-87.6962133333333
19,2013-08-08,8:30:55 PM,41.9199783333333,-87.6933633333333
20,2013-08-08,8:31:05 PM,41.9197183333333,-87.6936716666667
21,2013-08-08,8:31:15 PM,41.919505,-87.69348
22,2013-08-08,8:31:25 PM,41.9193316666667,-87.6931783333333
23,2013-08-08,8:31:35 PM,41.9190916666667,-87.6928483333333
24,2013-08-08,8:32:05 PM,41.91853,-87.6919166666667
25,2013-08-08,8:32:15 PM,41.9183183333333,-87.6915966666667
26,2013-08-08,8:32:25 PM,41.9180716666667,-87.6911766666667
27,2013-08-08,8:34:45 PM,41.9194616666667,-87.6914733333333
28,2013-08-08,8:34:55 PM,41.9198633333333,-87.6914566666667
29,2013-08-08,8:35:05 PM,41.920235,-87.6914466666667
30,2013-08-08,8:35:15 PM,41.9205533333333,-87.69144
31,2013-08-08,8:35:25 PM,41.920905,-87.6914433333333
32,2013-08-08,8:35:35 PM,41.9212416666667,-87.6914033333333
33,2013-08-08,8:35:45 PM,41.921635,-87.69144
34,2013-08-08,8:35:55 PM,41.9219666666667,-87.691445
35,2013-08-08,8:36:05 PM,41.922285,-87.6914533333333
36,2013-08-08,8:36:25 PM,41.9229,-87.691425
37,2013-08-08,8:36:35 PM,41.92333,-87.6914183333333
38,2013-08-08,8:36:45 PM,41.9236933333333,-87.6914283333333
39,2013-08-08,8:36:55 PM,41.92384,-87.691035
