,Date,Time,Latitude,Longitude
0,2011-09-07,7:52:52 PM,41.9814333333333,-87.7877766666667
1,2011-09-07,7:53:02 PM,41.9809983333333,-87.7877783333333
2,2011-09-07,7:53:12 PM,41.98056,-87.7877616666667
3,2011-09-07,7:53:22 PM,41.9801983333333,-87.7877583333333
4,2011-09-07,7:53:32 PM,41.9797516666667,-87.787765
5,2011-09-07,7:53:42 PM,41.9793516666667,-87.7877533333333
6,2011-09-07,7:53:52 PM,41.97885,-87.7877633333333
7,2011-09-07,7:54:02 PM,41.9783983333333,-87.7877733333333
8,2011-09-07,7:54:12 PM,41.97799,-87.78776
9,2011-09-07,7:54:22 PM,41.977495,-87.7877783333333
10,2011-09-07,7:55:42 PM,41.9753733333333,-87.7878366666667
11,2011-09-07,7:55:52 PM,41.9748233333333,-87.7878416666667
12,2011-09-07,7:56:02 PM,41.9742833333333,-87.7878666666667
13,2011-09-07,7:56:12 PM,41.97381,-87.78788
14,2011-09-07,7:56:22 PM,41.9733533333333,-87.78788
15,2011-09-07,7:56:32 PM,41.972905,-87.7878933333333
16,2011-09-07,7:56:42 PM,41.9724466666667,-87.7878933333333
17,2011-09-07,7:56:52 PM,41.9719183333333,-87.7879216666667
18,2011-09-07,7:57:02 PM,41.9713833333333,-87.7879283333333
19,2011-09-07,7:57:12 PM,41.9708983333333,-87.78792
20,2011-09-07,7:57:22 PM,41.9704,-87.7879466666667
21,2011-09-07,7:57:32 PM,41.96987,-87.7879616666667
22,2011-09-07,7:57:42 PM,41.96934,-87.7879783333333
23,2011-09-07,7:58:12 PM,41.9685533333333,-87.788695
24,2011-09-07,7:58:22 PM,41.9685566666667,-87.7891083333333
25,2011-09-07,7:58:32 PM,41.9687633333333,-87.7891483333333
26,2011-09-07,7:59:02 PM,41.9688666666667,-87.789165
27,2011-09-07,7:59:12 PM,41.969145,-87.7891766666667
28,2011-09-07,7:59:22 PM,41.9694216666667,-87.7892016666667
29,2011-09-07,7:59:32 PM,41.9696916666667,-87.7892033333333
30,2011-09-07,7:59:52 PM,41.9702533333333,-87.7892466666667
31,2011-09-07,8:00:02 PM,41.9706483333333,-87.7892433333333
32,2011-09-07,8:00:12 PM,41.9709966666667,-87.7892333333333
33,2011-09-07,8:00:22 PM,41.9713833333333,-87.789225
34,2011-09-07,8:00:32 PM,41.97171,-87.7892266666667
35,2011-09-07,8:00:42 PM,41.972065,-87.7892483333333
36,2011-09-07,8:00:52 PM,41.972455,-87.7892433333333
37,2011-09-07,8:01:02 PM,41.97281,-87.7892466666667
38,2011-09-07,8:01:12 PM,41.9731466666667,-87.7892366666667
39,2011-09-07,8:01:22 PM,41.9734183333333,-87.7892183333333
40,2011-09-07,8:01:42 PM,41.9741016666667,-87.7892283333333
41,2011-09-07,8:01:52 PM,41.9745866666667,-87.7892166666667
42,2011-09-07,8:02:02 PM,41.9749483333333,-87.7892083333333
43,2011-09-07,8:02:32 PM,41.9754666666667,-87.7891733333333
44,2011-09-07,8:02:42 PM,41.9759533333333,-87.78916
45,2011-09-07,8:03:02 PM,41.9764283333333,-87.7891383333333
46,2011-09-07,8:03:12 PM,41.9768066666667,-87.7891483333333
47,2011-09-07,8:03:22 PM,41.9771966666667,-87.78914
48,2011-09-07,8:03:32 PM,41.9775283333333,-87.7891566666667
49,2011-09-07,8:03:42 PM,41.9779583333333,-87.7891516666667
50,2011-09-07,8:03:52 PM,41.97835,-87.7891633333333
51,2011-09-07,8:04:02 PM,41.978745,-87.7891433333333
52,2011-09-07,8:04:12 PM,41.97916,-87.7891316666667
53,2011-09-07,8:04:32 PM,41.9799,-87.789125
54,2011-09-07,8:04:42 PM,41.9804133333333,-87.7891183333333
55,2011-09-07,8:05:02 PM,41.980715,-87.7897016666667
56,2011-09-07,8:05:12 PM,41.9807516666667,-87.79012
57,2011-09-07,8:05:22 PM,41.980585,-87.7902266666667
58,2011-09-07,8:05:32 PM,41.9802516666667,-87.7902133333333
59,2011-09-07,8:05:42 PM,41.97995,-87.7902183333333
60,2011-09-07,8:05:52 PM,41.9795966666667,-87.7902083333333
61,2011-09-07,8:06:02 PM,41.9793116666667,-87.790195
62,2011-09-07,8:06:12 PM,41.979005,-87.7902033333333
63,2011-09-07,8:06:22 PM,41.9786366666667,-87.7902016666667
64,2011-09-07,8:06:32 PM,41.9783316666667,-87.7901983333333
65,2011-09-07,8:06:52 PM,41.97771,-87.790205
66,2011-09-07,8:07:02 PM,41.9773433333333,-87.7902133333333
67,2011-09-07,8:07:22 PM,41.9771066666667,-87.7902366666667
68,2011-09-07,8:07:32 PM,41.9767066666667,-87.7902233333333
69,2011-09-07,8:07:42 PM,41.9762983333333,-87.79024
70,2011-09-07,8:07:52 PM,41.975905,-87.7902516666667
71,2011-09-07,8:08:02 PM,41.9755883333333,-87.7902416666667
72,2011-09-07,8:08:12 PM,41.97526,-87.790225
73,2011-09-07,8:08:22 PM,41.9748033333333,-87.7902466666667
74,2011-09-07,8:08:32 PM,41.97428,-87.7902433333333
75,2011-09-07,8:08:42 PM,41.973785,-87.790255
76,2011-09-07,8:08:52 PM,41.973175,-87.7902683333333
77,2011-09-07,8:09:02 PM,41.972635,-87.79028
78,2011-09-07,8:09:12 PM,41.9722583333333,-87.7902966666667
79,2011-09-07,8:09:22 PM,41.9717033333333,-87.7903133333333
80,2011-09-07,8:09:32 PM,41.97111,-87.7903216666667
81,2011-09-07,8:09:42 PM,41.9706166666667,-87.79034
82,2011-09-07,8:09:52 PM,41.970415,-87.7904883333333
83,2011-09-07,8:10:32 PM,41.9708983333333,-87.7915066666667
84,2011-09-07,8:10:42 PM,41.971325,-87.7915033333333
85,2011-09-07,8:10:52 PM,41.9717933333333,-87.791505
86,2011-09-07,8:11:02 PM,41.9722316666667,-87.7915216666667
87,2011-09-07,8:11:12 PM,41.9727233333333,-87.791525
88,2011-09-07,8:11:22 PM,41.9732383333333,-87.7915283333333
89,2011-09-07,8:11:32 PM,41.973685,-87.7915333333333
90,2011-09-07,8:11:42 PM,41.9742433333333,-87.791545
91,2011-09-07,8:11:52 PM,41.9747316666667,-87.79154
92,2011-09-07,8:12:02 PM,41.9752316666667,-87.791545
93,2011-09-07,8:12:32 PM,41.9756833333333,-87.7915766666667
94,2011-09-07,8:12:42 PM,41.976125,-87.7915966666667
95,2011-09-07,8:12:52 PM,41.97661,-87.79159
96,2011-09-07,8:13:02 PM,41.9770616666667,-87.791575
97,2011-09-07,8:13:12 PM,41.9774516666667,-87.7915616666667
98,2011-09-07,8:13:22 PM,41.9779366666667,-87.7915466666667
99,2011-09-07,8:13:32 PM,41.9784333333333,-87.7915366666667
100,2011-09-07,8:13:42 PM,41.97887,-87.7915283333333
101,2011-09-07,8:13:52 PM,41.978985,-87.79125
102,2011-09-07,8:14:02 PM,41.9790033333333,-87.7907383333333
103,2011-09-07,8:14:12 PM,41.9792083333333,-87.79035
104,2011-09-07,8:14:22 PM,41.9796983333333,-87.7903416666667
105,2011-09-07,8:14:32 PM,41.9801883333333,-87.790335
106,2011-09-07,8:14:42 PM,41.9806566666667,-87.7903283333333
107,2011-09-07,8:14:52 PM,41.980805,-87.7907416666667
108,2011-09-07,8:15:02 PM,41.9808216666667,-87.791435
109,2011-09-07,8:15:12 PM,41.9808416666667,-87.7920583333333
110,2011-09-07,8:15:42 PM,41.980405,-87.7926283333333
111,2011-09-07,8:17:22 PM,41.9776616666667,-87.7926816666667
112,2011-09-07,8:17:32 PM,41.9771,-87.79268
113,2011-09-07,8:17:42 PM,41.9765466666667,-87.7926883333333
114,2011-09-07,8:17:52 PM,41.9759966666667,-87.7927083333333
115,2011-09-07,8:18:02 PM,41.9755866666667,-87.79271
116,2011-09-07,8:18:12 PM,41.9751316666667,-87.7927016666667
117,2011-09-07,8:18:22 PM,41.9747116666667,-87.792675
118,2011-09-07,8:18:32 PM,41.97419,-87.79271
119,2011-09-07,8:18:42 PM,41.9737,-87.792705
120,2011-09-07,8:18:52 PM,41.9731483333333,-87.79272
121,2011-09-07,8:19:02 PM,41.9726283333333,-87.7927333333333
122,2011-09-07,8:19:12 PM,41.9722033333333,-87.79274
123,2011-09-07,8:19:22 PM,41.9716916666667,-87.79276
124,2011-09-07,8:19:32 PM,41.9711233333333,-87.7927666666667
125,2011-09-07,8:19:42 PM,41.970625,-87.7927816666667
126,2011-09-07,8:19:52 PM,41.9701266666667,-87.7928
127,2011-09-07,8:20:02 PM,41.969605,-87.7927916666667
128,2011-09-07,8:20:12 PM,41.969055,-87.79281
129,2011-09-07,8:20:42 PM,41.968615,-87.7930466666667
