,Date,Time,Latitude,Longitude
0,2013-08-16,12:00:28 AM,41.9600333333333,-87.785495
1,2013-08-16,12:00:38 AM,41.9594683333333,-87.7854783333333
2,2013-08-16,12:00:48 AM,41.9589766666667,-87.7854566666667
3,2013-08-16,12:00:58 AM,41.958485,-87.7854383333333
4,2013-08-16,12:01:08 AM,41.9580016666667,-87.7854433333333
5,2013-08-16,12:01:18 AM,41.95764,-87.7854466666667
6,2013-08-16,12:02:48 AM,41.9573116666667,-87.7854766666667
7,2013-08-16,12:02:58 AM,41.95683,-87.7854616666667
8,2013-08-16,12:03:18 AM,41.956725,-87.7846966666667
9,2013-08-16,12:03:48 AM,41.9567183333333,-87.7839766666667
10,2013-08-16,12:03:58 AM,41.9567183333333,-87.7833316666667
11,2013-08-16,12:04:08 AM,41.95672,-87.7826233333333
12,2013-08-16,12:04:18 AM,41.9567033333333,-87.7819666666667
13,2013-08-16,12:04:28 AM,41.9562033333333,-87.7818733333333
14,2013-08-16,12:04:38 AM,41.9556433333333,-87.7818516666667
15,2013-08-16,12:04:48 AM,41.95531,-87.7821266666667
16,2013-08-16,12:04:58 AM,41.9552933333333,-87.7829916666667
17,2013-08-16,12:05:18 AM,41.95529,-87.7829733333333
18,2013-08-16,12:05:28 AM,41.9552966666667,-87.78219
19,2013-08-16,12:05:38 AM,41.9550816666667,-87.78181
20,2013-08-16,12:05:58 AM,41.9546716666667,-87.7825733333333
21,2013-08-16,12:06:08 AM,41.9548833333333,-87.782475
22,2013-08-16,12:06:18 AM,41.9549033333333,-87.7818933333333
23,2013-08-16,12:06:28 AM,41.9545116666667,-87.7817833333333
24,2013-08-16,12:06:38 AM,41.954035,-87.7818166666667
25,2013-08-16,12:06:48 AM,41.9540016666667,-87.78234
26,2013-08-16,12:06:58 AM,41.9539983333333,-87.783115
27,2013-08-16,12:07:08 AM,41.9540016666667,-87.7838183333333
28,2013-08-16,12:07:18 AM,41.9539983333333,-87.7843733333333
29,2013-08-16,12:07:28 AM,41.95399,-87.7850783333333
30,2013-08-16,12:07:58 AM,41.953715,-87.7857916666667
