,Date,Species,Trap,WnvPresent,Tavg,PrecipTotal,StnPressure,ResultDir,AvgSpeed,Sunlight,MIFG,TS,SQ,GR,VCFG,FG+,SN,FG,VCTS,BCFG,BR,RA,FU,DZ,TSRA,HZ
0,2007-05-29,CULEX PIPIENS/RESTUANS,T002,0,64.13848553099004,0.07707749817253433,29.392492040281116,16.07245347987225,10.142776703386811,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036226739936126344,0.0,0.3137732600638736,0.3499999999999999,0.0,0.0,0.0775465201277473,0.14999999999999997
1,2007-05-29,CULEX RESTUANS,T002,0,64.13848553099004,0.07707749817253433,29.392492040281116,16.07245347987225,10.142776703386811,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036226739936126344,0.0,0.3137732600638736,0.3499999999999999,0.0,0.0,0.0775465201277473,0.14999999999999997
2,2007-05-29,CULEX RESTUANS,T007,0,64.12173598727009,0.07754216293379723,29.391119658311805,16.074614711319988,10.153150614335937,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03730735565999359,0.0,0.3126926443400064,0.35,0.0,0.0,0.07538528868001282,0.14999999999999997
3,2007-05-29,CULEX PIPIENS/RESTUANS,T015,0,64.04397535098552,0.07969939348878866,29.384748302951717,16.084648341808318,10.201312040679932,14.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04232417090415965,0.0,0.30767582909584035,0.35,0.0,0.0,0.0653516581916807,0.15
4,2007-05-29,CULEX RESTUANS,T015,0,64.04397535098552,0.07969939348878866,29.384748302951717,16.084648341808318,10.201312040679932,14.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04232417090415965,0.0,0.30767582909584035,0.35,0.0,0.0,0.0653516581916807,0.15
5,2007-05-29,CULEX RESTUANS,T045,0,64.4417229639519,0.06866510487101146,29.417337946078636,16.033326069167494,9.954965132003975,14.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016663034583747585,0.0,0.33333696541625235,0.35,0.0,0.0,0.11667393083250482,0.15
6,2007-05-29,CULEX RESTUANS,T046,0,64.51981211843972,0.0664987605852208,29.42373621873667,16.023250049233585,9.906600236321207,14.672500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011625024616792587,0.0,0.3383749753832074,0.35,0.0,0.0,0.12674995076641482,0.15
7,2007-05-29,CULEX PIPIENS/RESTUANS,T048,0,64.57093914178141,0.06508039800219266,29.42792533613305,16.016653013963683,9.874934467025692,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008326506981843415,0.0,0.3416734930181565,0.3499999999999999,0.0,0.0,0.13334698603631315,0.14999999999999997
8,2007-05-29,CULEX RESTUANS,T048,0,64.57093914178141,0.06508039800219266,29.42792533613305,16.016653013963683,9.874934467025692,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008326506981843415,0.0,0.3416734930181565,0.3499999999999999,0.0,0.0,0.13334698603631315,0.14999999999999997
9,2007-05-29,CULEX RESTUANS,T049,0,64.50777965469005,0.06683256441827592,29.422750332997182,16.024802625201286,9.914052600966158,14.6725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01240131260064168,0.0,0.33759868739935833,0.35,0.0,0.0,0.12519737479871665,0.15
10,2007-05-29,CULEX PIPIENS/RESTUANS,T050,0,64.43349321926647,0.06889341391712374,29.416663637965705,16.034387971707552,9.96006226419625,14.672500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017193985853776125,0.0,0.3328060141462239,0.35,0.0,0.0,0.11561202829244775,0.15
11,2007-05-29,CULEX PIPIENS/RESTUANS,T054,0,64.45024982005005,0.06842855337925666,29.41803659815894,16.03222582967096,9.949683982420613,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016112914835480604,0.0,0.33388708516451937,0.35,0.0,0.0,0.11777417032903878,0.15
12,2007-05-29,CULEX RESTUANS,T054,0,64.45024982005005,0.06842855337925666,29.41803659815894,16.03222582967096,9.949683982420613,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016112914835480604,0.0,0.33388708516451937,0.35,0.0,0.0,0.11777417032903878,0.15
13,2007-05-29,CULEX PIPIENS/RESTUANS,T086,0,64.6313009309859,0.0634058451403914,29.432871108538844,16.008864396001822,9.837549100808737,14.672500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004432198000910225,0.0,0.34556780199908976,0.35,0.0,0.0,0.14113560399817954,0.15
14,2007-05-29,CULEX RESTUANS,T086,0,64.6313009309859,0.0634058451403914,29.432871108538844,16.008864396001822,9.837549100808737,14.672500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004432198000910225,0.0,0.34556780199908976,0.35,0.0,0.0,0.14113560399817954,0.15
15,2007-05-29,CULEX RESTUANS,T091,0,64.57738525191277,0.06490157043080697,29.42845350128575,16.015821257817706,9.87094203752499,14.672499999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007910628908853424,0.0,0.3420893710911465,0.35,0.0,0.0,0.13417874218229311,0.14999999999999997
16,2007-05-29,CULEX RESTUANS,T094,0,64.6473006326703,0.06296198244850153,29.434182051838146,16.006799918365125,9.827639608152591,14.672500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033999591825616803,0.0,0.3466000408174383,0.35,0.0,0.0,0.14320008163487663,0.15
17,2007-05-29,CULEX RESTUANS,T096,0,64.65813609972986,0.06266138562039725,29.43506986107463,16.00540179358324,9.820928609199564,14.672499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027008967916215504,0.0,0.34729910320837837,0.34999999999999987,0.0,0.0,0.14459820641675686,0.14999999999999997
18,2007-05-29,CULEX PIPIENS,T096,0,64.65813609972986,0.06266138562039725,29.43506986107463,16.00540179358324,9.820928609199564,14.672499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027008967916215504,0.0,0.34729910320837837,0.34999999999999987,0.0,0.0,0.14459820641675686,0.14999999999999997
